data_year,criminal_act_id,offense_id
2024,3,229148501
2024,3,229148510
2024,3,236220080
2024,3,232617348
2024,3,232617344
2024,3,234489782
2024,6,232617281
2024,2,231150441
2024,3,232617477
2024,6,234489745
2024,3,232617449
2024,3,236220079
2024,3,239628580
2024,3,234489766
2024,6,232617694
2024,6,232617656
2024,6,236220069
2024,1,234489818
2024,6,234489840
2024,6,234489829
2024,6,230183320
2024,8,234014384
2024,8,236219592
2024,6,239629271
2024,6,241945058
2024,6,222643659
2024,3,222643672
2024,3,220416842
2024,6,245375129
2024,3,222643663
2024,6,230182641
2024,8,222643695
2024,8,222643713
2024,6,222643787
2024,3,222643799
2024,6,225528967
2024,6,225528960
2024,6,225528962
2024,3,225528980
2024,6,225528984
2024,6,225528938
2024,6,226218378
2024,6,235249715
2024,6,226218424
2024,3,228365289
2024,6,226218376
2024,6,228365345
2024,6,228365346
2024,6,228365362
2024,3,228365373
2024,3,228365400
2024,6,230182638
2024,6,232004802
2024,6,232004812
2024,3,233484550
2024,6,237458148
2024,6,245375163
2024,6,241116089
2024,14,241116156
2024,3,234489752
2024,3,234489759
2024,6,234489841
2024,6,234489842
2024,1,234489831
2024,3,234489843
2024,8,239628598
2024,6,236220094
2024,3,234489847
2024,6,245376815
2024,1,234489820
2024,3,236220121
2024,1,238300918
2024,3,238300931
2024,3,239628652
2024,6,238300873
2024,6,239628661
2024,6,236220159
2024,3,236220155
2024,6,236220120
2024,2,236220166
2024,6,236220176
2024,6,236220157
2024,3,238300971
2024,3,236220168
2024,6,236220169
2024,3,238300908
2024,3,241118278
2024,1,243812449
2024,6,239628625
2024,6,239628633
2024,6,239628634
2024,6,238300901
2024,3,241118147
2024,8,238300982
2024,14,241118284
2024,3,241118321
2024,3,239628720
2024,3,239628667
2024,3,239628712
2024,6,245377047
2024,6,245377048
2024,6,239628739
2024,6,239628740
2024,6,239628749
2024,3,239628763
2024,6,241118328
2024,6,239628783
2024,6,239628784
2024,6,239628785
2024,6,239628870
2024,3,243812461
2024,3,239628838
2024,6,239628838
2024,6,239628839
2024,6,245376938
2024,6,243812473
2024,3,243812488
2024,2,239628842
2024,3,239628898
2024,3,241118395
2024,3,241118405
2024,6,239628916
2024,3,241118452
2024,3,245377035
2024,6,241118583
2024,6,241118584
2024,3,241118451
2024,3,241118464
2024,6,241118464
2024,6,241118540
2024,6,241118545
2024,3,245377064
2024,3,245376968
2024,3,245376969
2024,6,241118613
2024,6,245376996
2024,6,241118555
2024,6,232005733
2024,6,223368877
2024,12,232005740
2024,9,236512636
2024,6,236512637
2024,9,238960352
2024,8,221957827
2024,9,229561725
2024,9,229561731
2024,9,229561737
2024,9,230837858
2024,2,232005802
2024,9,230837852
2024,6,230837853
2024,6,223368887
2024,8,244630484
2024,12,225527137
2024,9,238300737
2024,6,236511987
2024,2,241944417
2024,6,238300810
2024,9,238960362
2024,2,241944494
2024,6,245431835
2024,8,234014439
2024,3,231150612
2024,8,231150612
2024,8,237016753
2024,3,240642766
2024,6,225528830
2024,2,230837912
2024,2,240642799
2024,2,228364437
2024,2,246187140
2024,6,228364433
2024,2,244238956
2024,8,233483878
2024,1,244238978
2024,6,220416639
2024,6,222643537
2024,6,225528814
2024,6,225528815
2024,6,225528860
2024,6,237016877
2024,6,233484232
2024,6,233484233
2024,6,232007473
2024,6,233484252
2024,6,233484254
2024,6,233484276
2024,6,233484314
2024,8,235684242
2024,6,233484352
2024,6,233484353
2024,6,235684510
2024,6,237463068
2024,7,238963695
2024,3,241115723
2024,6,238963663
2024,6,243406681
2024,6,241115735
2024,6,241115776
2024,6,241115799
2024,8,243406689
2024,8,245374941
2024,6,241115812
2024,6,227254531
2024,4,240174289
2024,6,240174289
2024,6,229147101
2024,12,236217902
2024,6,233483186
2024,2,234487607
2024,6,224239235
2024,6,227254612
2024,6,221957971
2024,3,243812456
2024,6,224239991
2024,3,241114853
2024,2,224240024
2024,14,225527191
2024,12,221957975
2024,6,225532877
2024,6,225532878
2024,6,224239364
2024,6,224239417
2024,4,228367534
2024,6,224239392
2024,6,225533071
2024,6,225533072
2024,8,225533083
2024,6,225533196
2024,6,225533197
2024,3,235116118
2024,1,237015169
2024,2,235116123
2024,3,235116123
2024,6,235116123
2024,6,235116124
2024,8,234895525
2024,5,237015195
2024,6,239628467
2024,6,235116169
2024,1,238437501
2024,6,237015401
2024,6,239628722
2024,1,241944850
2024,3,221960533
2024,6,221960533
2024,8,221960533
2024,6,221960536
2024,6,221960566
2024,8,221960566
2024,6,221960567
2024,8,221960567
2024,6,221960606
2024,8,221960606
2024,3,221960510
2024,6,221960510
2024,8,221960510
2024,6,221960511
2024,8,221960511
2024,8,227255250
2024,12,221960615
2024,14,221960615
2024,6,240174915
2024,8,240174915
2024,6,240174916
2024,6,221960653
2024,8,221960653
2024,6,221960564
2024,8,221960564
2024,6,221960603
2024,8,221960603
2024,6,244238388
2024,6,244238389
2024,6,225531025
2024,8,225531025
2024,6,225531026
2024,8,225531026
2024,6,221960716
2024,3,244238395
2024,6,244238395
2024,6,244238396
2024,8,244238396
2024,6,221960700
2024,8,221960700
2024,6,221960729
2024,6,221960737
2024,6,221960726
2024,6,221960732
2024,6,221960809
2024,6,221960721
2024,8,221960721
2024,6,221960742
2024,6,221960832
2024,8,221960832
2024,6,221960880
2024,8,221960880
2024,6,221960909
2024,8,221960909
2024,3,221960932
2024,6,221960932
2024,8,221960932
2024,6,221960933
2024,6,221960787
2024,8,221960787
2024,3,221960808
2024,6,221960808
2024,8,221960808
2024,6,221960834
2024,8,221960834
2024,6,221960948
2024,8,221960948
2024,6,223368469
2024,6,221960854
2024,8,221960854
2024,6,221960877
2024,8,221960877
2024,6,227255264
2024,6,221960797
2024,14,221962015
2024,6,221962018
2024,6,223368463
2024,6,223368507
2024,6,223368489
2024,6,225531000
2024,3,225531001
2024,6,221960942
2024,6,221960943
2024,6,223368541
2024,6,223368574
2024,8,223368574
2024,6,223369206
2024,8,223369206
2024,6,223369209
2024,8,223369209
2024,6,235249877
2024,8,235249877
2024,6,223369217
2024,6,223369186
2024,8,223368619
2024,8,223368580
2024,6,223368585
2024,8,223368585
2024,6,244238411
2024,6,244238412
2024,3,223368596
2024,6,223368596
2024,8,223368596
2024,6,223368597
2024,8,223368597
2024,6,223368664
2024,8,223368664
2024,6,223368672
2024,8,223368672
2024,6,223368630
2024,8,223368675
2024,6,225531038
2024,8,225531038
2024,5,227255268
2024,8,227255268
2024,2,232617678
2024,6,232617678
2024,6,232617679
2024,8,232617679
2024,3,227255275
2024,6,227255275
2024,8,227255275
2024,6,227255276
2024,8,227255276
2024,6,227255277
2024,6,225531007
2024,8,225531007
2024,6,223368677
2024,8,223368677
2024,6,223368706
2024,8,223368706
2024,2,223368715
2024,3,223368715
2024,6,223368715
2024,6,223368716
2024,8,223368716
2024,6,225531112
2024,8,225531112
2024,6,223368747
2024,8,223368747
2024,6,227255309
2024,8,227255309
2024,6,225531365
2024,8,225531365
2024,6,234488893
2024,8,234488893
2024,6,223368774
2024,6,225531376
2024,8,225531376
2024,6,225531405
2024,8,225531405
2024,2,225531440
2024,6,225531440
2024,8,225531440
2024,6,225531519
2024,8,225531519
2024,6,225531568
2024,8,225531568
2024,6,225531427
2024,8,225531427
2024,6,225531476
2024,6,225531513
2024,6,225531604
2024,6,225531713
2024,3,225531749
2024,6,225531749
2024,6,225531750
2024,8,225531750
2024,6,225531816
2024,8,225531816
2024,6,225531817
2024,8,225531817
2024,2,228808355
2024,3,228808355
2024,8,228808355
2024,6,225531826
2024,8,225531826
2024,6,227255395
2024,8,227255395
2024,6,225531870
2024,8,225531870
2024,6,225531932
2024,8,225531932
2024,6,225532075
2024,8,225532075
2024,6,225531988
2024,3,225532007
2024,6,225532007
2024,6,225532008
2024,8,225532008
2024,6,225533569
2024,8,225533569
2024,6,225532090
2024,8,225532090
2024,6,225532110
2024,8,225532110
2024,6,225532203
2024,8,225532203
2024,6,225532228
2024,8,225532228
2024,6,225532352
2024,3,228808310
2024,6,228808310
2024,6,225532361
2024,8,225532361
2024,6,225532362
2024,8,225532362
2024,6,225532315
2024,8,225532315
2024,6,225532333
2024,8,225532333
2024,6,225532399
2024,8,225532399
2024,6,225532400
2024,8,225532400
2024,6,225532537
2024,8,225532537
2024,6,225532433
2024,8,225532433
2024,3,225532565
2024,6,225532565
2024,3,227255340
2024,6,227255340
2024,3,225532585
2024,6,225532585
2024,6,227255328
2024,8,227255328
2024,6,227255362
2024,8,227255362
2024,6,227255391
2024,6,227255427
2024,8,227255427
2024,6,227255389
2024,8,227255389
2024,6,227255428
2024,8,227255428
2024,8,227255451
2024,8,227255458
2024,6,227255471
2024,8,227255471
2024,6,227255500
2024,8,227255500
2024,6,240174965
2024,8,240174965
2024,3,228808443
2024,6,228808443
2024,6,227255527
2024,3,227255540
2024,6,227255540
2024,8,227255540
2024,3,227255593
2024,4,227255593
2024,6,227255593
2024,4,227255604
2024,5,227255604
2024,6,227255604
2024,6,227255665
2024,6,229771916
2024,6,229771917
2024,6,229771918
2024,6,227255677
2024,3,227255716
2024,4,227255716
2024,6,227255716
2024,6,232617777
2024,8,232617777
2024,6,227255705
2024,6,228808436
2024,8,228808436
2024,6,228808518
2024,8,228808518
2024,6,228808450
2024,8,228808450
2024,3,228808317
2024,6,228808317
2024,6,228808533
2024,6,228808470
2024,3,229771904
2024,6,229771904
2024,8,229771904
2024,6,229771905
2024,6,229771906
2024,6,228808520
2024,6,232617728
2024,3,232617757
2024,6,228808425
2024,8,228808425
2024,6,228808523
2024,6,228808552
2024,8,228808552
2024,6,228808585
2024,8,228808585
2024,6,228808549
2024,8,228808549
2024,6,228808586
2024,8,228808586
2024,6,228808626
2024,6,228808627
2024,6,228808656
2024,8,228808656
2024,6,228808726
2024,6,228808494
2024,8,228808494
2024,6,228808495
2024,6,228808783
2024,8,228808783
2024,6,228808784
2024,8,228808784
2024,6,228808742
2024,8,228808742
2024,3,241944471
2024,3,232617783
2024,6,232617783
2024,8,232617783
2024,3,232617784
2024,6,232617784
2024,8,232617784
2024,3,228808673
2024,6,228808673
2024,8,228808673
2024,6,229771977
2024,8,229771977
2024,6,229772022
2024,6,229772060
2024,6,229772061
2024,6,229772109
2024,8,229772109
2024,6,229772188
2024,8,229772188
2024,6,245746476
2024,8,245746476
2024,6,245746477
2024,6,229772139
2024,6,229772208
2024,8,229772208
2024,4,229772251
2024,6,229772214
2024,8,229772214
2024,6,229772293
2024,8,229772293
2024,6,229772355
2024,8,229772355
2024,6,232617860
2024,8,232617860
2024,6,229772450
2024,8,229772450
2024,14,234488914
2024,6,229772519
2024,8,229772519
2024,6,229772524
2024,8,229772524
2024,6,229772583
2024,8,229772583
2024,6,232617931
2024,8,232617931
2024,6,232617932
2024,8,232617950
2024,6,232617972
2024,8,232617972
2024,6,232617990
2024,8,232617990
2024,6,234489038
2024,6,232618142
2024,6,232618438
2024,6,232618075
2024,3,232618131
2024,6,232618131
2024,8,232618131
2024,6,232618132
2024,8,232618132
2024,6,234488951
2024,8,234488951
2024,6,234488952
2024,8,234488952
2024,8,232618206
2024,6,232618178
2024,8,232618178
2024,6,232618179
2024,8,234488981
2024,6,240174984
2024,8,240174984
2024,6,232618366
2024,6,240174993
2024,8,240174993
2024,6,240175000
2024,8,240175000
2024,6,232618372
2024,8,232618372
2024,6,232618389
2024,6,232618399
2024,1,240175027
2024,3,240175027
2024,6,240175027
2024,6,240175028
2024,6,232618407
2024,8,234489119
2024,3,244238431
2024,6,244238431
2024,8,244238431
2024,6,244238432
2024,8,244238432
2024,6,234489082
2024,8,234489082
2024,6,234489116
2024,8,234489116
2024,3,234489140
2024,6,234489140
2024,6,234489141
2024,6,234489142
2024,8,234489177
2024,6,234489089
2024,3,235249936
2024,6,235249936
2024,8,235249936
2024,6,235249937
2024,8,235249937
2024,6,234489085
2024,8,234489134
2024,6,234489243
2024,8,234489243
2024,6,234489316
2024,3,234489252
2024,6,234489252
2024,6,234489253
2024,6,234489287
2024,8,234489287
2024,6,234489414
2024,8,234489414
2024,6,234489415
2024,8,235250003
2024,8,234489475
2024,6,235249942
2024,8,235249942
2024,8,235249950
2024,8,235249957
2024,6,234489444
2024,8,234489444
2024,6,235250005
2024,8,235250005
2024,6,235249987
2024,8,235249988
2024,6,244238413
2024,6,235250026
2024,8,235250026
2024,6,235250027
2024,8,235250027
2024,8,235250014
2024,8,235250057
2024,6,235249997
2024,6,235250054
2024,8,235250054
2024,6,235250034
2024,8,235250034
2024,6,235250173
2024,6,235250170
2024,8,235250170
2024,6,235250104
2024,6,235250105
2024,6,235250149
2024,8,235250149
2024,6,235250155
2024,8,235250155
2024,6,235250174
2024,8,235250174
2024,3,235250231
2024,6,235250231
2024,8,235250231
2024,6,235250243
2024,8,235250243
2024,8,235250167
2024,3,235250213
2024,6,235250213
2024,8,235250213
2024,3,240175011
2024,6,235250388
2024,8,235250388
2024,6,240175025
2024,8,240175025
2024,6,235250280
2024,8,235250280
2024,6,235250296
2024,6,235250326
2024,8,235250326
2024,6,235250338
2024,8,235250338
2024,6,240175023
2024,8,240175023
2024,6,241944483
2024,8,241944483
2024,6,241944484
2024,8,241944484
2024,6,240175062
2024,8,240175062
2024,3,240175080
2024,4,240175080
2024,6,240175144
2024,8,240175144
2024,6,244238460
2024,8,244238460
2024,6,241944513
2024,6,241944514
2024,8,240175130
2024,6,240175131
2024,8,240175131
2024,6,240175185
2024,8,240175185
2024,6,240175164
2024,8,240175164
2024,6,240175165
2024,8,240175165
2024,3,240175207
2024,6,240175207
2024,8,240175207
2024,6,240175208
2024,8,240175208
2024,6,240175215
2024,8,240175215
2024,6,240175252
2024,8,240175252
2024,6,240175268
2024,8,240175268
2024,6,240175307
2024,8,240175307
2024,6,240175245
2024,3,240176226
2024,4,240176226
2024,6,240175394
2024,8,240175394
2024,6,240175320
2024,8,240175320
2024,6,245746489
2024,8,245746489
2024,6,240175399
2024,8,240175399
2024,6,240175491
2024,8,240175491
2024,3,240175426
2024,6,240175426
2024,6,240175427
2024,7,240175456
2024,8,240175456
2024,6,240175452
2024,8,240175452
2024,6,241944532
2024,8,241944532
2024,6,240175557
2024,8,240175557
2024,3,240175559
2024,6,240175559
2024,8,240175559
2024,6,240175551
2024,8,240175551
2024,6,240175552
2024,8,240175552
2024,6,240175553
2024,6,241944526
2024,8,241944526
2024,6,240175543
2024,6,240175555
2024,6,244238427
2024,6,241944586
2024,6,241944546
2024,3,241944595
2024,6,241944595
2024,8,241944595
2024,6,241944596
2024,8,241944596
2024,6,241944597
2024,6,245746487
2024,8,245746487
2024,6,245746488
2024,6,241944571
2024,8,241944571
2024,6,241944707
2024,8,241944707
2024,6,241944629
2024,8,241944629
2024,6,241944652
2024,8,241944652
2024,6,241944662
2024,8,241944662
2024,6,241944708
2024,8,241944708
2024,6,241944666
2024,8,241944666
2024,3,241944751
2024,6,241944715
2024,8,241944715
2024,6,241944716
2024,6,241944842
2024,6,241944773
2024,6,241944774
2024,6,244238532
2024,6,241944841
2024,9,220415898
2024,9,220415887
2024,9,220415903
2024,9,220415918
2024,2,220415890
2024,6,220415892
2024,6,220415893
2024,2,222642001
2024,6,226219145
2024,6,225527033
2024,6,226219160
2024,2,231150011
2024,6,231150047
2024,6,231150050
2024,6,240642029
