yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
21892024,2189,2024,CT0012600,CT0012600,,N,N,,I,SHELTON,SHELTON PD,Shelton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,42616,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,49,3,52,3,4,7,1.2,1.4,1998-01-01,2001-02-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
21902024,2190,2024,CT0012800,CT0012800,,N,N,,I,SIMSBURY,SIMSBURY PD,Simsbury,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,25108,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,36,3,39,4,7,11,1.6,2.0,1998-01-01,2005-10-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21912024,2191,2024,CT0013100,CT0013100,,N,N,,I,SOUTHINGTON,SOUTHINGTON PD,Southington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,43849,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,65,10,75,8,10,18,1.7,2.1,1998-01-01,2001-12-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21922024,2192,2024,CT0013200,CT0013200,,N,N,,I,SOUTH WINDSOR,SOUTH WINDSOR PD,South Windsor,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,26741,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,38,7,45,8,6,14,1.7,2.2,1998-01-01,2017-09-01,2017-09-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21952024,2195,2024,CT0013500,CT0013500,,N,N,,I,STAMFORD,STAMFORD PD,Stamford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,136483,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,236,13,249,32,12,44,2.0,2.1,1998-01-01,2005-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21962024,2196,2024,CT0013700,CT0013700,,N,N,,I,STONINGTON,STONINGTON PD,Stonington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,18469,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,33,4,37,5,11,16,2.1,2.9,1998-01-01,2002-10-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,SOUTHEASTERN CONNECTICUT PLANNING REGION,"Norwich-New London-Willimantic, CT",Y,Y,Y
21972024,2197,2024,CT0013800,CT0013800,,N,N,,I,STRATFORD,STRATFORD PD,Stratford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,52531,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,87,0,87,18,4,22,2.0,2.1,1998-01-01,2008-01-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,GREATER BRIDGEPORT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21982024,2198,2024,CT0013900,CT0013900,,N,N,,I,SUFFIELD,SUFFIELD PD,Suffield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,15641,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,2,21,2,5,7,1.3,1.8,1998-01-01,2002-10-01,2020-11-01,2020-02-01,2020-11-01,2020-11-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21992024,2199,2024,CT0014000,CT0014000,,N,N,,I,THOMASTON,THOMASTON PD,Thomaston,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,7523,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,3,18,0,0,0,2.0,2.4,1998-01-01,2003-01-01,2020-08-01,2020-02-01,2020-08-01,2020-08-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
22002024,2200,2024,CT0014300,CT0014300,,N,N,,I,TORRINGTON,TORRINGTON PD,Torrington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,35612,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,63,2,65,7,9,16,2.0,2.3,1998-01-01,2007-01-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,NORTHWEST HILLS PLANNING REGION,Not Specified,Y,Y,Y
22012024,2201,2024,CT0014400,CT0014400,,N,N,,I,TRUMBULL,TRUMBULL PD,Trumbull,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,37492,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,65,3,68,7,7,14,1.9,2.2,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,GREATER BRIDGEPORT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
22022024,2202,2024,CT0014600,CT0014600,,N,N,,I,VERNON,VERNON PD,Vernon,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,30738,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,43,5,48,4,9,13,1.5,2.0,1998-01-01,2002-08-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
22032024,2203,2024,CT0014800,CT0014800,,N,N,,I,WALLINGFORD,WALLINGFORD PD,Wallingford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,43561,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,68,7,75,6,14,20,1.7,2.2,1998-01-01,1999-12-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
22042024,2204,2024,CT0015100,CT0015100,,N,N,,I,WATERBURY,WATERBURY PD,Waterbury,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,115363,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,255,20,275,29,25,54,2.5,2.9,1998-01-01,2016-03-01,2020-12-01,2020-03-01,2020-12-01,2020-12-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
22052024,2205,2024,CT0015200,CT0015200,,N,N,,I,WATERFORD,WATERFORD PD,Waterford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,19913,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,43,1,44,7,5,12,2.5,2.8,1998-01-01,2000-01-01,2021-09-01,2020-03-01,2021-09-01,2021-09-01,N,SOUTHEASTERN CONNECTICUT PLANNING REGION,"Norwich-New London-Willimantic, CT",Y,Y,Y
22062024,2206,2024,CT0015300,CT0015300,,N,N,,I,WATERTOWN,WATERTOWN PD,Watertown,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,22337,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,36,2,38,6,13,19,1.9,2.6,1998-01-01,2003-02-01,2005-02-01,2020-02-01,2020-03-01,2020-03-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
22072024,2207,2024,CT0015500,CT0015500,,N,N,,I,WEST HARTFORD,WEST HARTFORD PD,West Hartford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,64093,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,111,4,115,18,17,35,2.0,2.3,1998-01-01,2007-07-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
